teníamos,we had,Teníamos muchas tareas ayer.,We had a lot of homework yesterday.
dejaste,you left,Dejaste tu libro en mi casa.,You left your book at my house.
muévete,move (imperative),¡Muévete ahora o llegarás tarde!,Move now or you'll be late!
larga,long,Es una historia larga.,It's a long story.
solía,used to,Yo solía vivir allí.,I used to live there.
tema,topic,Este es un tema difícil.,This is a difficult topic.
preparado,ready/prepared,Estoy preparado para el examen.,I am prepared for the exam.
depende,it depends,Todo depende del clima.,Everything depends on the weather.
policías,police officers,Los policías llegaron rápido.,The police officers arrived quickly.
solos,alone,Ellos están solos en la casa.,They are alone in the house.
matarme,kill me,No trates de matarme.,Don't try to kill me.
mark,Mark,Mark es un gran jugador.,Mark is a great player.
pon,put (imperative),Pon la mesa,por favor.,Set the table, please.
hubiese,would have (subj.),Si hubiese visto la señal,habría parado.,If I had seen the sign, I would have stopped.
bebe,drinks,Ella bebe agua todos los días.,She drinks water every day.
tanta,so much,No tengo tanta paciencia.,I don't have so much patience.
oeste,west,Viajamos hacia el oeste.,We traveled westward.
parís,Paris,París es una ciudad hermosa.,Paris is a beautiful city.
viento,wind,El viento sopla fuerte hoy.,The wind is blowing hard today.
jóvenes,young people,Los jóvenes disfrutan de la música.,Young people enjoy the music.
hacerme,to make me,Eso puede hacerme feliz.,That can make me happy.
asiento,seat,El asiento está ocupado.,The seat is taken.
carter,Carter,Carter escribió un libro famoso.,Carter wrote a famous book.
washington,Washington,Washington es la capital de EE. UU.,Washington is the capital of the U.S.
estupendo,amazing,El concierto fue estupendo.,The concert was amazing.
caminar,to walk,Me gusta caminar por el parque.,I like to walk through the park.
juicio,trial/judgment,El juicio comenzó hoy.,The trial began today.
creerlo,to believe it,No puedo creerlo.,I can't believe it.
carga,burden/load,Lleva esa carga con cuidado.,Carry that load carefully.
tranquila,calm,Está muy tranquila esta noche.,She is very calm tonight.
banda,band,La banda toca rock.,The band plays rock.
estarán,they will be,Ellos estarán aquí mañana.,They will be here tomorrow.
animal,animal,El león es un animal salvaje.,The lion is a wild animal.
escuchen,listen (plural),Escuchen bien las instrucciones.,Listen to the instructions carefully.
bush,bush,Veo un pequeño bush en el jardín.,I see a small bush in the garden.
encontraron,they found,Encontraron las llaves debajo de la cama.,They found the keys under the bed.
dejas,you leave,¿Por qué me dejas solo aquí?,Why do you leave me alone here?
tarjeta,card,Necesito una tarjeta de crédito.,I need a credit card.
ibas,you were going,Ibas al supermercado ayer.,You were going to the supermarket yesterday.
podrás,you will be able,Podrás terminar el informe mañana.,You will be able to finish the report tomorrow.
nueve,nine,Son las nueve de la noche.,It's nine o'clock at night.
seguramente,surely,Seguramente llegará tarde.,He will surely arrive late.
volverá,will return,Ella volverá la próxima semana.,She will return next week.
majestad,majesty,Su majestad está aquí.,His Majesty is here.
llena,full (fem.),La botella está llena de agua.,The bottle is full of water.
caer,to fall,Puede caer nieve esta noche.,It may snow tonight.
aeropuerto,airport,Nos vemos en el aeropuerto mañana.,See you at the airport tomorrow.
vayamos,let's go (we),Vayamos al cine esta noche.,Let's go to the movies tonight.
tommy,Tommy,Tommy es mi vecino.,Tommy is my neighbor.
acabado,finished,El trabajo está acabado.,The work is finished.
sigo,I continue,Sigo esperando tu llamada.,I am still waiting for your call.
enorme,huge,La casa es enorme.,The house is huge.
área,area,Esta área es segura.,This area is safe.
muevas,you move,No te muevas de ahí.,Don't move from there.
lana,wool,La lana es suave.,The wool is soft.
salido,gone out,He salido temprano hoy.,I have gone out early today.
pedazo,piece,Dame un pedazo de pastel.,Give me a piece of cake.
malas,bad (fem. pl.),Ella tiene malas notas.,She has bad grades.
joder,to fuck / damn,¡No me jodas!,Don't fuck with me!
humana,human,La raza humana es diversa.,The human race is diverse.
absolutamente,absolutely,Estoy absolutamente seguro.,I am absolutely sure.
evitar,to avoid,Debo evitar el tráfico.,I must avoid traffic.
corriendo,running,Lo vi corriendo rápido.,I saw him running fast.
bala,bullet,La bala alcanzó el objetivo.,The bullet hit the target.
vosotros,you all (Sp.),¿Vosotros vais al cine?,Are you all going to the movies?
despues,after / later,Hablamos después de la reunión.,We will talk after the meeting.
debido,due to,La cancelación fue debido al clima.,The cancellation was due to the weather.
confianza,trust,Tengo confianza en ti.,I have trust in you.
especialmente,especially,Me gusta la fruta,especialmente las manzanas.,I like fruit, especially apples.
intenta,he/she tries,Ella intenta aprender rápido.,She tries to learn quickly.
pequeños,small (masc. pl.),Los cachorros son pequeños.,The puppies are small.
paga,he/she pays,Ella paga la cuenta.,She pays the bill.
ganado,cattle / earned,El granjero cuida el ganado.,The farmer takes care of the cattle.
ama,he/she loves,Él ama la música.,He loves music.
limpio,clean,La habitación está limpia.,The room is clean.
comenzar,to begin,Quiero comenzar el proyecto.,I want to begin the project.
ángeles,angels,Los ángeles cantan.,The angels sing.
robots,robots,Los robots trabajan rápido.,The robots work quickly.
lleve,(subj.) brings,Espero que él lleve la maleta.,I hope he brings the suitcase.
ruido,noise,Hay mucho ruido aquí.,There is a lot of noise here.
preocupe,(subj.) worries,No quiero que te preocupe esto.,I don't want you to worry about this.
jason,Jason,Jason es mi amigo.,Jason is my friend.
belleza,beauty,La belleza es subjetiva.,Beauty is subjective.
salgan,(subj.) they leave,Quiero que salgan ahora.,I want them to leave now.
come,he/she eats,Él come una manzana.,He eats an apple.
verá,he/she will see,Verás la diferencia.,You will see the difference.
deberían,they should,Deberían estudiar más.,They should study more.
líder,leader,Ella es la líder del equipo.,She is the team leader.
preguntar,to ask,Puedes preguntar cualquier cosa.,You can ask anything.
inocente,innocent,El niño parece inocente.,The child seems innocent.
andy,Andy,Andy vive cerca.,Andy lives nearby.
lástima,pity / shame,Qué lástima que no viniste.,What a pity that you didn't come.
red,network / net,La red es rápida.,The network is fast.
enfermedad,illness,La enfermedad fue grave.,The illness was serious.
desgraciado,wretched / unlucky,Ese hombre es un desgraciado.,That man is a wretch.
harán,they will do,Ellos harán su trabajo.,They will do their work.
dientes,teeth,Me duelen los dientes.,My teeth hurt.
maté,I killed,Ayer maté un mosquito.,Yesterday I killed a mosquito.
central,central,La estación central está cerca.,The central station is nearby.
ponte,put on (imper.),Ponte la chaqueta.,Put on the jacket.
felices,happy (pl.),Somos muy felices aquí.,We are very happy here.
supe,I found out,Supe la verdad ayer.,I found out the truth yesterday.
haberte,having you,Lamento haberte perdido.,I regret having lost you.
marcha,march / outing,La marcha empezó temprano.,The march started early.
poderes,powers,Los superhéroes tienen poderes.,Superheroes have powers.
hubieras,you had (subj.),Ojalá hubieras venido.,I wish you had come.
justicia,justice,Luchan por la justicia.,They fight for justice.
bella,beautiful (fem.),La flor es bella.,The flower is beautiful.
dé,(subj.) give,Espero que él dé su opinión.,I hope he gives his opinion.
proteger,to protect,Debo proteger mi casa.,I must protect my house.
cabello,hair,Su cabello es largo.,Her hair is long.
pedido,order / request,He recibido tu pedido.,I have received your order.
oscuro,dark,La noche está oscura.,The night is dark.
sarah,Sarah,Sarah trabaja aquí.,Sarah works here.
embarazada,pregnant,Está embarazada del bebé.,She is pregnant with the baby.
costa,coast,La costa es hermosa.,The coast is beautiful.
dama,lady,La dama sonríe.,The lady smiles.
alguno,some (masc.),¿Tienes alguno?,Do you have any?
orgulloso,proud,Estoy orgulloso de ti.,I am proud of you.
vos,you (dialect),Vos sos mi amigo.,You are my friend.
tomado,taken / drunk,He tomado agua.,I have drunk water.
digamos,let's say,Digamos la verdad.,Let's say the truth.
debió,he should have,Debió llegar temprano.,He should have arrived early.
gana,desire,Me da gana de bailar.,I feel like dancing.
cura,priest / cure,El cura oficia misa.,The priest holds mass.
lengua,tongue / language,Habla mi lengua materna.,He speaks my mother tongue.
araña,spider,Vi una araña pequeña.,I saw a small spider.
podré,I will be able,Podré ayudarte mañana.,I will be able to help you tomorrow.
voluntad,will / willpower,Ella tiene mucha voluntad.,She has a lot of willpower.
total,total,El costo total es alto.,The total cost is high.
dedo,finger,Me corté el dedo.,I cut my finger.
pago,payment,Realicé el pago ayer.,I made the payment yesterday.
agradezco,I appreciate,Te agradezco tu ayuda.,I appreciate your help.
partir,to leave,Voy a partir ahora.,I am going to leave now.
lucha,fight,La lucha continúa.,The fight continues.
leche,milk,Quiero un vaso de leche.,I want a glass of milk.
luke,Luke,Luke es piloto.,Luke is a pilot.
diste,you gave,Tú diste un regalo.,You gave a gift.
copa,glass,Brindemos con una copa.,Let's toast with a glass.
quedarte,to stay,Es mejor quedarte aquí.,It is better for you to stay here.
seguros,safe,Estamos seguros.,We are safe.
destruir,to destroy,No quiero destruir nada.,I don't want to destroy anything.
bienvenidos,welcome (pl.),Bienvenidos a todos.,Welcome everyone.
llevan,they carry / wear,Ellos llevan uniformes.,They wear uniforms.
jerry,Jerry,Jerry vive lejos.,Jerry lives far away.
ponga,(subj./imper.) put,Ponga la mesa.,Set the table.
lados,sides,El cuadrado tiene cuatro lados.,The square has four sides.
acceso,access,No tengo acceso al sistema.,I do not have access to the system.
parker,Parker,Parker es mi vecino.,Parker is my neighbor.
intentar,to try,Voy a intentar de nuevo.,I am going to try again.
trajo,he/she brought,Ella trajo flores.,She brought flowers.
desastre,disaster,La fiesta fue un desastre.,The party was a disaster.
deber,must / duty,Debo terminar el trabajo.,I must finish the work.
herida,wound,Tiene una herida en la pierna.,He has a wound on his leg.
débil,weak,El vaso es débil.,The glass is weak.
naturaleza,nature,Amo la naturaleza.,I love nature.
luchar,to fight,Debemos luchar juntos.,We must fight together.
extraña,strange,Es una sensación extraña.,It's a strange feeling.
encontraste,you found,¿Encontraste mis llaves?,Did you find my keys?
vieron,they saw,Ellos vieron la película.,They saw the movie.
llámame,call me,Si necesitas ayuda,llámame.,If you need help, call me.
imagen,image,Esa es una bonita imagen.,That is a beautiful image.
pan,bread,Compré pan fresco.,I bought fresh bread.
refieres,you refer,¿A qué te refieres?,What are you referring to?
clientes,clients,Los clientes esperan afuera.,The clients are waiting outside.
varios,several,He visto varios pájaros aquí.,I have seen several birds here.
show,show,Vamos al show esta noche.,Let's go to the show tonight.
auxilio,help,¡Auxilio,por favor!,Help, please!
oyes,you hear,¿Oyes ese sonido?,Do you hear that sound?
sigen,they follow,Ellos siguen corriendo.,They keep running.
sentado,sitting,Él está sentado.,He is sitting.
saliendo,leaving,Estoy saliendo ahora.,I am leaving now.
responsable,responsible,Ella es muy responsable.,She is very responsible.
olvidado,forgotten,He olvidado tu nombre.,I have forgotten your name.
quedó,remained,Solo quedó un trozo.,Only one piece remained.
permite,allows,La ley no lo permite.,The law does not allow it.
aquella,that (feminine),Aquella casa es vieja.,That house is old.
puse,I put,Puse el libro en la mesa.,I put the book on the table.
sonido,sound,Escucho un sonido extraño.,I hear a strange sound.
quiso,he/she wanted,Ella quiso ayudar.,She wanted to help.
escrito,written,He escrito una carta.,I have written a letter.
carro,car,Compré un carro nuevo.,I bought a new car.
preciosa,beautiful,Tienes una sonrisa preciosa.,You have a beautiful smile.
muestra,sample,Dame una muestra,por favor.,Give me a sample, please.
bastardo,bastard,Ese bastardo me engañó.,That bastard cheated me.
restaurante,restaurant,Comimos en un restaurante italiano.,We ate at an Italian restaurant.
huevos,eggs,Los huevos están en la nevera.,The eggs are in the fridge.
fantasma,ghost,Vi un fantasma anoche.,I saw a ghost last night.
mismos,same (plural),Tenemos los mismos gustos.,We have the same tastes.
profesional,professional,Ella es una profesional excelente.,She is an excellent professional.
amas,you love,Tú amas el chocolate.,You love chocolate.
entero,whole,Comí el pastel entero.,I ate the whole cake.
películas,movies,Me gustan las películas de acción.,I like action movies.
cerrado,closed,La tienda está cerrada.,The store is closed.
dedos,fingers,Me corté los dedos.,I cut my fingers.
sigan,follow (pl.),Sigan las instrucciones.,Follow the instructions.
dueño,owner,El dueño llegó tarde.,The owner arrived late.
cuchillo,knife,Necesito un cuchillo afilado.,I need a sharp knife.
turno,turn,Es tu turno ahora.,It's your turn now.
tormenta,storm,La tormenta empezó ayer.,The storm started yesterday.
caray,wow,¡Caray,qué sorpresa!,Wow, what a surprise!
abierto,open,El libro está abierto.,The book is open.
quede,let it stay,Que quede entre nosotros.,Let it stay between us.
verdadera,true (feminine),Conocí la verdadera razón.,I learned the true reason.
mato,I kill,Yo mato un monstruo en el juego.,I kill a monster in the game.
doc,doc,Escucha al doc.,Listen to the doc.
playa,beach,Vamos a la playa.,Let's go to the beach.
km,km (kilometre),Faltan 5 km para llegar.,There's 5 km left to arrive.
victoria,victory,Celebramos la victoria del equipo.,We celebrated the team's victory.
primo,cousin,Mi primo vive en México.,My cousin lives in Mexico.
oíste,you heard,¿Oíste la noticia?,Did you hear the news?
lisa,smooth,La superficie es lisa.,The surface is smooth.
interior,interior,El interior del coche es cómodo.,The car's interior is comfortable.
hechos,facts,Los hechos hablan por sí mismos.,The facts speak for themselves.
piedra,stone,La casa está hecha de piedra.,The house is made of stone.
jodido,fucked up,Esto es jodido.,This is fucked up.
militar,military,El uniforme militar es caro.,The military uniform is expensive.
computadora,computer,Mi computadora está lenta.,My computer is slow.
encantaría,I would love,Me encantaría viajar contigo.,I would love to travel with you.
siga,continue (formal),Siga adelante sin miedo.,Continue ahead without fear.
silla,chair,La silla es cómoda.,The chair is comfortable.
movimiento,movement,El movimiento es lento.,The movement is slow.
momentos,moments,Disfruta los buenos momentos.,Enjoy the good moments.
familiar,familiar,Esa cara me parece familiar.,That face seems familiar to me.
apartamento,apartment,Vivo en un apartamento pequeño.,I live in a small apartment.
disparar,to shoot,No debes disparar sin permiso.,You should not shoot without permission.
tesoro,treasure,Buscamos un tesoro escondido.,We are looking for a hidden treasure.
perfecta,perfect,Esta situación es perfecta.,This situation is perfect.
refiero,I refer,Me refiero a tu comentario anterior.,I am referring to your previous comment.
motivo,reason,El motivo de mi visita es importante.,The reason for my visit is important.
dará,will give,Ella dará un discurso mañana.,She will give a speech tomorrow.
nuevas,new (fem. pl.),Compré nuevas camisetas.,I bought new t-shirts.
mr,Mr.,Mr. Smith llegó temprano.,Mr. Smith arrived early.
querer,to want,Quiero una taza de té.,I want a cup of tea.
matarlo,to kill him,No puedo matarlo.,I can't kill him.
valiente,brave,Eres muy valiente.,You are very brave.
víctima,victim,La víctima necesita ayuda.,The victim needs help.
tendrán,they will have,Ellos tendrán tiempo mañana.,They will have time tomorrow.
estúpida,stupid,Esa idea es estúpida.,That idea is stupid.
envió,he/she sent,Ella envió la carta ayer.,She sent the letter yesterday.
steve,Steve,Steve trabaja conmigo.,Steve works with me.
encantado,delighted,Estoy encantado de verte.,I am delighted to see you.
diario,diary,Escribo en mi diario cada noche.,I write in my diary every night.
abran,open (pl. imper.),Abran la puerta,por favor.,Open the door, please.
sentí,I felt,Sentí un escalofrío.,I felt a chill.
autobús,bus,Tomé el autobús esta mañana.,I took the bus this morning.
traído,brought,He traído tu libro.,I have brought your book.
casas,houses,Hay muchas casas antiguas aquí.,There are many old houses here.
apúrate,hurry up,Apúrate o llegaremos tarde.,Hurry up or we'll be late.
encuentras,you find,Aquí encuentras paz y tranquilidad.,Here you find peace and tranquility.
descanso,rest,Necesito un descanso.,I need a break.
sheriff,sheriff,El sheriff llegó al pueblo.,The sheriff arrived in town.
mulder,Mulder,Mulder investiga el caso.,Mulder investigates the case.
mueve,moves,Él mueve la silla.,He moves the chair.
inglaterra,England,Visité Inglaterra el año pasado.,I visited England last year.
quieto,still,Quédate quieto mientras hablo.,Stay still while I talk.
carl,Carl,Carl es mi mejor amigo.,Carl is my best friend.
matarte,to kill you,No quiero matarte.,I don't want to kill you.
calles,streets,Las calles están limpias.,The streets are clean.
tamaño,size,Necesito saber el tamaño correcto.,I need to know the correct size.
colegio,school,Voy al colegio todos los días.,I go to school every day.
usando,using,Estoy usando el ordenador.,I am using the computer.
cabo,cape,Visitamos el cabo de la península.,We visited the cape of the peninsula.
video,video,Vi un video divertido.,I watched a funny video.
toques,knocks,Di tres toques a la puerta.,I gave three knocks on the door.
pelota,ball,La pelota es roja.,The ball is red.
yendo,going,Estoy yendo al trabajo.,I am going to work.
directo,live,El programa es en directo.,The show is live.
termine,I finished,Terminé mi tarea.,I finished my homework.
vivos,alive,Los peces están vivos.,The fish are alive.
sombrero,hat,Él lleva un sombrero nuevo.,He is wearing a new hat.
tomé,I drank,Ayer tomé café.,Yesterday I drank coffee.
estudio,studio,Tengo un estudio en casa.,I have a studio at home.
grave,serious,Es un problema grave.,It's a serious problem.
protección,protection,Necesitamos protección solar.,We need sun protection.
secretos,secrets,Ellos guardan muchos secretos.,They keep many secrets.
perdiendo,losing,Estoy perdiendo el juego.,I am losing the game.
pecho,chest,Me duele el pecho.,My chest hurts.
sepas,you know,No quiero que lo sepas.,I don't want you to know it.
enferma,sick (fem),María está enferma.,Maria is sick.
cuesta,costs,Este libro me cuesta diez euros.,This book costs me ten euros.
negros,black (pl),Los coches negros son elegantes.,Black cars are elegant.
estrellas,stars,Las estrellas brillan esta noche.,The stars shine tonight.
lago,lake,Nadamos en el lago grande.,We swam in the large lake.
clases,classes,Las clases empiezan mañana.,Classes start tomorrow.
obviamente,obviously,Obviamente tienes razón.,Obviously you are right.
inmediato,immediate,Necesito una respuesta inmediata.,I need an immediate answer.
modos,ways,Hay varios modos de hacerlo.,There are various ways to do it.
irás,you will go,Mañana irás al médico.,Tomorrow you will go to the doctor.
robo,robbery,El robo ocurrió anoche.,The robbery happened last night.
mataré,I will kill,Si me provocas,te mataré.,If you provoke me, I will kill you.
seria,serious (fem),Ella es una persona seria.,She is a serious person.
laura,Laura,Laura trabaja en la oficina.,Laura works in the office.
apoyo,support,Te doy mi apoyo siempre.,I give you my support always.
cerrar,to close,Por favor,cerrar la puerta.,Please close the door.
imagino,I imagine,Me imagino un futuro mejor.,I imagine a better future.
amenaza,threat,La amenaza es real.,The threat is real.
toque,knock,Escuché un toque en la puerta.,I heard a knock at the door.
larry,Larry,Larry vive en Nueva York.,Larry lives in New York.
saca,takes out,Saca la basura,por favor.,Take out the trash, please.
viernes,Friday,El viernes es mi día favorito.,Friday is my favorite day.
hayan,they have (subj),Espero que hayan llegado bien.,I hope they have arrived safely.
roto,broken,El vaso está roto.,The glass is broken.
lucy,Lucy,Lucy tiene un gato.,Lucy has a cat.
piloto,pilot,El piloto aterrizó el avión.,The pilot landed the plane.
marca,brand,Esta marca es famosa.,This brand is famous.
combate,combat,El combate fue intenso.,The combat was intense.
hablé,I spoke,Ayer hablé con mi hermano.,Yesterday I spoke with my brother.
manejar,to drive,Él sabe manejar muy bien.,He knows how to drive very well.
sección,section,Lee la sección dos.,Read section two.
profundo,deep,El mar es muy profundo aquí.,The sea is very deep here.
tantos,so many,He visto tantos pájaros.,I have seen so many birds.
conocía,I knew,No lo conocía antes.,I didn't know him before.
serie,series,Mi serie favorita empieza hoy.,My favorite series starts today.
ed,Ed,Ed compró un coche nuevo.,Ed bought a new car.
contrato,contract,Firmamos el contrato ayer.,We signed the contract yesterday.
americano,American,El café americano es suave.,American coffee is smooth.
paseo,walk,Dimos un paseo por el parque.,We took a walk through the park.
aviones,planes,Los aviones vuelan alto.,The planes fly high.
balas,bullets,Escuché el sonido de balas.,I heard the sound of bullets.
repente,suddenly,De repente empezó a llover.,Suddenly it started to rain.
cambia,changes,Ella cambia de opinión a menudo.,She changes her mind often.
tropas,troops,Las tropas llegaron al amanecer.,The troops arrived at dawn.
llevará,will take,Ella llevará el paquete mañana.,She will take the package tomorrow.
uso,use,El uso de la app es sencillo.,The use of the app is simple.
pudiste,you could,No pudiste venir ayer.,You couldn't come yesterday.
detener,to stop,Debemos detener el auto aquí.,We should stop the car here.
susan,Susan,Susan está de vacaciones.,Susan is on vacation.
sabia,wise (fem),Ella es muy sabia.,She is very wise.
llegué,I arrived,Llegué temprano esta mañana.,I arrived early this morning.
negra,black (fem),La noche es muy negra.,The night is very black.
decidido,decided,Estoy decidido a ganar.,I am determined to win.
comienza,begins,La película comienza a las ocho.,The movie begins at eight.
distancia,distance,La distancia es larga.,The distance is long.
éramos,we were,Éramos amigos de niños.,We were friends as children.
murieron,they died,Ellos murieron en la guerra.,They died in the war.
averiguar,to find out,Quiero averiguar la verdad.,I want to find out the truth.
actuar,to act,Debes actuar con cuidado.,You must act carefully.
quedo,I stay,Me quedo en casa hoy.,I stay at home today.
pulso,pulse,El médico mide mi pulso.,The doctor measures my pulse.
aguanta,endures,Aguanta un poco más.,Endure a little more.
oficiales,officers,Los oficiales llegaron tarde.,The officers arrived late.
llamaba,was calling,Cada día te llamaba.,Every day I used to call you.
enemigos,enemies,Ellos son mis enemigos.,They are my enemies.
saldrá,will leave,El tren saldrá a las diez.,The train will leave at ten.
preocupado,worried,Estoy preocupado por ti.,I am worried about you.
elección,choice,La elección es difícil.,The choice is difficult.
sobrevivir,to survive,Queremos sobrevivir al viaje.,We want to survive the trip.
bordo,on board,Estoy a bordo del barco.,I am on board the ship.
sujeto,guy,Ese sujeto es extraño.,That guy is strange.
pacientes,patients,Los pacientes esperan en la sala.,The patients wait in the room.
disculpen,excuse me (pl),Disculpen la interrupción.,Excuse the interruption.
época,era,Vivimos en una época de cambios.,We live in an era of changes.
entró,entered,Él entró en la habitación,He entered the room
pesar,to weigh,Es difícil pesar esta fruta,It is difficult to weigh this fruit
habló,spoke,Él habló con el profesor,He spoke with the teacher
walter,Walter,Walter es mi amigo,Walter is my friend
vender,to sell,Quiero vender mi coche,I want to sell my car
piensan,they think,Ellos piensan en la solución,They think about the solution
ex,ex,Su ex vive lejos,His ex lives far away
gratis,free,El museo es gratis hoy,The museum is free today
desapareció,disappeared,El gato desapareció ayer,The cat disappeared yesterday
empleo,job,Busco un empleo nuevo,I am looking for a new job
llamé,I called,Yo llamé a mi madre,I called my mother
conocen,they know,Ellos conocen la ciudad,They know the city
cerdo,pig,El cerdo come maíz,The pig eats corn
puedan,they can,Espero que puedan venir,I hope they can come
comprendo,I understand,Comprendo tu punto,I understand your point
tomo,I take,Tomo café cada mañana,I have coffee every morning
termina,ends,La película termina a las nueve,The movie ends at nine
aléjate,stay away,Aléjate de la calle,Stay away from the street
busco,I look for,Busco mis llaves,I am looking for my keys
contento,happy,Estoy contento hoy,I am happy today
date,hurry up,Date prisa,Hurry up
tumba,tomb,La tumba es antigua,The tomb is ancient
matt,Matt,Matt estudia español,Matt studies Spanish
huellas,footprints,Las huellas llevan al bosque,The footprints lead to the forest
cuerpos,bodies,Los cuerpos estaban en la morgue,The bodies were in the morgue
absoluto,absolute,Este poder es absoluto,This power is absolute
pide,asks for,Él pide ayuda,He asks for help
kent,Kent,Kent trabaja en una oficina,Kent works in an office
dura,lasts,La película dura dos horas,The movie lasts two hours
descansar,to rest,Necesito descansar mañana,I need to rest tomorrow
respuestas,answers,No tengo respuestas,I do not have answers
propiedad,property,Esta es mi propiedad,This is my property
llamando,calling,Estoy llamando a mi amigo,I am calling my friend
dormido,asleep,El bebé está dormido,The baby is asleep
castillo,castle,El castillo es grande,The castle is big
china,China,China es un país grande,China is a large country
datos,data,Necesito más datos,I need more data
torre,tower,La torre está alta,The tower is tall
robar,to steal,Quieren robar el banco,They want to rob the bank
americanos,Americans,Los americanos viajan mucho,Americans travel a lot
malos,bad,Ellos son malos,They are bad
botella,bottle,La botella está vacía,The bottle is empty
aquellos,those,Aquellos son mis zapatos,Those are my shoes
últimamente,lately,Últimamente hace frío,It has been cold lately
testigo,witness,El testigo habló ayer,The witness spoke yesterday
s,letter s,La letra s es suave,The letter s is soft
presento,I introduce,Te presento a María,I introduce you to María
periódico,newspaper,Leo el periódico cada día,I read the newspaper every day
kate,Kate,Kate trabaja aquí,Kate works here
juez,judge,El juez tomó la decisión,The judge made the decision
historias,stories,Leemos historias antes de dormir,We read stories before sleeping
gustaba,liked,Me gustaba el helado,I liked ice cream
créeme,believe me,Créeme es verdad,Believe me it is true
necesitar,to need,Voy a necesitar ayuda,I am going to need help
esquina,corner,La tienda está en la esquina,The store is at the corner
millas,miles,Queda a cinco millas,It is five miles away
llamadas,calls,Recibí muchas llamadas,I received many calls
fuente,fountain,La fuente es bonita,The fountain is beautiful
conocemos,we know,Nos conocemos desde niños,We have known each other since childhood
techo,roof,El techo está dañado,The roof is damaged
genio,genius,Él es un genio,He is a genius
alerta,alert,Mantente alerta,Stay alert
ideas,ideas,Tengo buenas ideas,I have good ideas
tomas,you take,Tomas notas en clase,You take notes in class
olvidar,to forget,No quiero olvidar tu nombre,I don't want to forget your name
menor,youngest,Ella es la menor,She is the youngest
droga,drug,La droga es peligrosa,The drug is dangerous
explicar,to explain,Déjame explicar eso,Let me explain that
abierta,open,La puerta está abierta,The door is open
privado,private,Este es un club privado,This is a private club
miembros,members,Los miembros votaron,The members voted
joey,Joey,Joey vive cerca,Joey lives nearby
nacional,national,El equipo nacional ganó,The national team won
gustó,liked,Me gustó la película,I liked the movie
ross,Ross,Ross trabaja hoy,Ross works today
discutir,to discuss,Tenemos que discutir el plan,We have to discuss the plan
evidencia,evidence,La evidencia es clara,The evidence is clear
detalles,details,Dame más detalles,Give me more details
c,letter c,La letra c suena como ka,The letter c sounds like ka
tardes,afternoons,Trabajo por las tardes,I work in the afternoons
tomaré,I will take,Tomaré un descanso,I will take a break
presente,present,Estoy presente en clase,I am present in class
scott,Scott,Scott es mi vecino,Scott is my neighbor
criminal,criminal,El criminal fue arrestado,The criminal was arrested
premio,prize,Ganó un premio,He won a prize
vuelvas,you return,Espero que vuelvas pronto,I hope you return soon
siéntese,sit down,Siéntese por favor,Please sit down
viniste,you came,Tú viniste ayer,You came yesterday
recibir,to receive,Voy a recibir el paquete,I am going to receive the package
mires,you look,No mires allí,Don't look there
teniendo,having,Estoy teniendo problemas,I am having problems
huele,smells,La flor huele bien,The flower smells good
hables,you speak,Prefiero que no hables,I prefer that you do not speak
guardias,guards,Los guardias cuidan la puerta,The guards guard the door
enamorado,in love,Estoy enamorado de ti,I am in love with you
cuidar,to take care,Debes cuidar tu salud,You must take care of your health
pocos,few,Hay pocos libros,There are few books
perdone,excuse me,Perdone por llegar tarde,Excuse me for arriving late
natural,natural,Es un paisaje natural,It is a natural landscape
caballos,horses,Me gustan los caballos,I like horses
escucho,listen,Yo escucho música.,I listen to music.
enfermera,nurse,La enfermera es amable.,The nurse is kind.
ángel,angel,Ella es un ángel.,She is an angel.
sospechoso,suspicious,El hombre parece sospechoso.,The man looks suspicious.
local,local (shop),Este local cierra tarde.,This store closes late.
mentiras,lies,No digas mentiras.,Don't tell lies.
camisa,shirt,Compré una camisa nueva.,I bought a new shirt.
confía,trusts,Él confía en ti.,He trusts you.
aceptar,to accept,Debes aceptar la verdad.,You should accept the truth.
venganza,revenge,La venganza no ayuda.,Revenge does not help.
perdimos,we lost,Perdimos el partido.,We lost the match.
cuantos,how many,¿Cuántos años tienes?,How old are you?
parque,park,Voy al parque hoy.,I am going to the park today.
juegos,games,Me gustan los juegos.,I like games.
chloe,Chloe,Chloe es mi amiga.,Chloe is my friend.
vives,you live,¿Dónde vives tú?,Where do you live?
varias,several,Tengo varias ideas.,I have several ideas.
harías,would you do,¿Qué harías tú?,What would you do?
déjenme,let me (pl.),Déjenme hablar.,Let me speak.
barrio,neighborhood,Vivo en ese barrio.,I live in that neighborhood.
virus,virus,Hay un virus nuevo.,There is a new virus.
talento,talent,Tienes mucho talento.,You have a lot of talent.
ministro,minister,El ministro habla hoy.,The minister speaks today.
hiciera,if I did,Si yo lo hiciera...,If I did it...
robó,he stole,Él robó el banco.,He robbed the bank.
conocerte,to meet you,Encantado de conocerte.,Nice to meet you.
viviendo,living,Estoy viviendo aquí.,I am living here.
responsabilidad,responsibility,Es tu responsabilidad.,It is your responsibility.
respira,breathe,Respira profundo.,Breathe deeply.
números,numbers,Memoriza estos números.,Memorize these numbers.
pertenece,belongs,Esta casa te pertenece.,This house belongs to you.
desayuno,breakfast,Tomo desayuno temprano.,I have breakfast early.
